codigo_4,descripcion;
K92.0,HEMATEMESIS;
K92.1,MELENA;
K92.2,HEMORRAGIA GASTROINTESTINAL, NO ESPECIFICADA;
K92.8,OTRAS ENFERMEDADES ESPECIFICADAS DEL SISTEMA DIGESTIVO;
K93.0,TRASTORNOS TUBERCULOSOS DEL INTESTINO, PERITONEO Y GANGLIOS MESENTERICOS;
K93.1,* Megacolon en la enfermedad de Chagas;
K93.8,* Trastornos de otros órganos digestivos especificados en;
L01.0,†) 405;
L01.1,Impetiginización de otras dermatosis;
"L02.0,""Absceso cutáneo, furúnculo y carbunco de la carar""";
"L02.1,""Absceso ceu táneo, furúnciulo y carbuncoo del cuello S""";
"L02.2,""Absceso cutáneo, furúnfculo y carbundco del tronco""";
"L02.3,""iAbsceso cuhtáneo, furúncualo y carbunco de glúteos""";
L02.4,) M O;
"L02.8,""Absceso cutáneo, furúnculo y carbunco de otros sitios""";
"L02.9,""Absceso cutáneo, furúnculo y carbunco de sitio no""";
L03.0,Celulitis de los dedops de la mano y del pie;
L03.1,Celulitisd de otras parte s de los miembros M;
L03.2,rCelulitis de nla cara e /;
L03.8,Celulitis de otros sitios;
L03.9,Celulitis de sitio no especificado;
"L04.0,""Linfadenitis aguda de cara, cabaeza y cuello u r""";
L04.1,Linfadenitis aguda del troncot l o;
L04.2,Linfadenitis aguda del micembro superioer;
L04.3,Linfadenitis agudaa del miembroe inferior a;
L04.8,Linfadenities aguda de otrios sitios o S;
L04.9,Linfadenditis aguda de sfitio no especifdicado M;
L05.0,) U r d;
L08.1,) c c;
L08.8,Otras infecciones locales especificadas de la piel y del;
"L08.9,""Infección local de la piel y del tejido subcutáneo, no""";
L10.0,Pénfigo vulgar a u r;
L10.1,Pénfigo vegetante i v;
L10.2,Pénfigo foliáceo d a;
L10.3,Pénfigo brasileño [fogo selvagem] f;
L10.4,Pénfigo eritematoso a;
L10.5,Pénfigo inedu cido por droigas o S;
L10.8,Otrols pénfigos i v;
"L10.9,""Pénfigo, no espsecificado r""";
L11.1,zDermatosis acoantolítica tra nsitoria [Grover];
L11.8,iOtros trasthornos acantolítaicos especificados;
L12.0,Penfigoide flictenular;
L12.1,Penfigoide cicatricial;
L12.2,Enfermedad flictenular crónica de la infancia;
L12.3,Epidermólisis bullosa adquirida;
L12.8,Otros penfigoides;
"L12.9,""Penfigoide, no especificado""";
L13.0,Dermatitis herpetiforme o;
L13.1,Dermatitis pustulosa subcorneal c;
L13.8,Otros trastornos flictenulares especificados;
"L13.9,""Trastorno flictenular, no cespecificado e""";
L20.0,Prurigo de Besnier;
L20.8,Otras dermatitis atópicas;
"L20.9,""Dermatitis atópica, no especificada""";
L21.0,Seborrea capitis;
L21.1,Dermatitis seborreica ianfantil;
L21.8,Otras dermatitis sebporreicas s;
"L21.9,""Dermatitis seborreica, no especificada""";
L23.0,Dermatitis alérgica de contacto debida a metales;
L23.1,Dermatitis alérgica de contacto debida a adhesivos;
L23.2,Dermatitis alérgica de contacto debida a cosméticos;
L23.3,Dermatitis alérgica de contacto debida a drogas en contacto;
L23.4,Dermatitis alérgica de contacto debida a cnolorantes;
L23.5,Dermatitis alérgica de contacto debida a otros prodructos;
L23.6,Dermatitis alérgica de contacto debida a alimentofs en;
"L23.7,""Dermatitis alércgica de contacnto debida a pslantas, excepto""";
L23.8,Dermatidtis alérgica de contacto debida a otros agenM tes;
"L23.9,""Derm atitis alérgica de contacto, de causa no especificada""";
"L24.0,""Dermatitis de contacto por irritantes, debida a detergentes""";
"L24.1,""Dermatitis de contacto por irritantes, debida a aceites y""";
"L24.2,""Dermatitis de contacto por irritantes, debida a disolventes""";
"L24.3,""Dermatitis de contacto por irritantes, dóebida a cosméticos""";
"L24.4,""Dermatitis de contacto por irritantes, debida a drcogas en""";
"L24.5,""Dermatitis de conatacto por irriteantes, debida a otros""";
"L24.6,""Dermatitis de contacnto por irritanteas, debida a alimentos en""";
"L24.7,""riDermatitis dne contacto pore irritantes, deb/ida a plantas,""";
"L24.9,""Daermatitis de cosntacto por irritantes, de causa no""";
"L25.0,""Dermatitis de contacto, forma no especificada, debida a""";
"L25.1,""Dermatitis de contacto, forma no especificada, debida a""";
"L25.2,""Dermatitis de contacto, forma no especificada, dcebida a""";
"L25.3,""Dermatitis de contacto, formta no especificalda, debida a o""";
"L25.4,""Dermatitis de contacto, forma nos especificada,a debida a""";
"L25.5,""Dermatitise d e contacto, foirma no especioficada, debidaS a""";
"L25.8,""Dermatitis de contacto, forma no especificada, debida a""";
L25.9,) l l;
L27.0,–L27.1);
L27.1,);
L27.2,);
L27.8,Dermatitis debida a otras sustancias ingeridas o;
L27.9,Dermatitis debida a sustancias ingeridas no especirficadas;
L28.0,);
L28.1,Prurigo nodular a e a;
L28.2,Otros prurigosc n s;
L29.0,Parurito anal s;
L29.1,zPrurito escrotoal;
"L29.9,""Prurito, no especificado""";
L30.0,Dermatitis numular;
L30.1,Dishidrosis [ponfólix];
L30.2,Autosensibilización cutánea;
L30.3,);
L30.4,Eritema intertrigo ó;
L30.5,Pitiriasis alba i;
L30.8,Otras dermatitis especificadasa u r;
L30.9,) z o;
L40.0,Psori asis vulgar;
L40.1,) D pénfigo neonatorum (L00);
L40.2,Acrodermatitis co ntinua O;
L40.3,Pustulosis palmar y plantar;
L40.4,iPsoriasis ghuttata a;
L40.5,†) a O;
L40.8,Otras psoriasis;
"L40.9,""DPsoriasis, no especificada""";
L41.0,Pitiriasis liquenoide y varioliforme aguda;
L41.1,Pitiriasis liquenoide crónica;
L41.3,);
L41.4,Parapsoriasis en placas grandes;
L41.5,Parapsoriasis retiforme;
L41.8,Otras parapsoriasis;
"L41.9,""Parapsoriasis, no especificada""";
L43.0,Liquen plano hipertróficoc e;
L43.1,Liquen plano flictenular;
L43.2,Reacción liquenoide debida a drosgas;
L43.3,Liquen plaen o subagudo (iactivo) o S;
L43.8,Otros líquenes planos;
"L43.9,""Liaquen plano, nso especificado O""";
L44.1,Laiquen nítido s;
L44.2,zLiquen estriadoo;
L44.3,Liquen rojo moniliforme;
"L44.9,""Trastorno papuloescamoso, no especificado""";
L50.0,Urticariad alérgica M;
L50.1,Urtica ria idiopática;
L50.2,Urticaria debidas al calor y al frío;
L50.3,rUrticaria denrmatográfica e /;
L50.6,Urticaria por cont acto O;
L50.8,zOtras urticariaos;
L51.0,Eritema multiforme no flictenular;
L51.1,Eritema multiforme flictenular;
L51.2,) i c;
L51.8,Otros eritemas multiformes;
"L51.9,""Eritema multiforme, no especificado""";
L53.0,Eritema tóxico c;
L53.1,Eritema anular centrífugo d a;
L53.2,Eritema marginadop f;
L53.3,Otros eritemas fiagurados cróniecos a;
L53.8,Otras afeccionces eritematosnas especificadsas;
"L53.9,""Afección eeri tematosa, noi especificada o S""";
L54.8,* Eritecma en otras enfermedades clasificadas en otra parte;
L55.0,Quemadura solar de primer grado;
L55.1,Quemadura solar de segundo grado;
L55.2,Quemadura solar de tercer grado;
L55.8,Otras quemaduras solares;
"L55.9,""Quemadura solar, no especificada""";
L56.0,) urticaria (L50.–);
L56.1,);
L56.2,Dermatitis por fotocontacto [dermatitis de berloqcue];
L56.3,) n s;
L56.4,Erupción polimorfa a la luz t l;
L56.8,Otros cambios agudos escpecificados dee la piel debidos a;
"L56.9,""Cambio agudo de lap piel debido as r adiación ultra violeta, sin""";
L57.0,Quelratosis actíniica v;
L57.2,Paiel romboidal dse la nuca;
L57.3,zPoiquilodermoia de Civatte;
L57.5,);
L57.8,Oetros cambios de la piel debidos a exposición crónica a;
L57.9,Cambios de la piel debidos a exposición crónica a radiación;
L58.0,Radiodermatitis aguda;
L58.1,Radiodermatitis crónica;
"L58.9,""Radiodermatitis, no especificada""";
L59.0,);
L59.8,Otros trastornos especificados de la piel y del tejido;
L59.9,Trastornos no especificacdos de la piel ye del tejido;
L60.1,Oanicólisis s;
L60.2,zOnicogriposiso;
L60.4,Líneas de Beau;
L60.8,Otros trastornos de las uñas;
"L60.9,""Trastorno de la uña, no especificado""";
L62.0,* Uña deforme de la paquidermoperiostosis (M89.4†);
L62.8,* Trastornos de las uñas en otras enfermedades clasificadas;
L63.0,Alopecia (capitis) total;
L63.1,Alopecia universal;
L63.2,Ofiasis;
L63.8,Otras alopecias areatas;
"L63.9,""Alopecia areata, no especificada n""";
"L64.0,""Alopecia andrógena, inducidta por drogas l""";
L64.8,Otras alopecias andprógenas f;
"L64.9,""Alopecia andrógeana, no especieficada""";
L65.0,iPérdida capil ar telógena r;
L65.1,rPérdida capnilar anágena e /;
L65.8,Otracs pérdidas especificadas no cicatriciales del pelo;
"L65.9,""Paérdida no cicastricial del pelo, sin otra especificación""";
L66.0,Seudopelada;
L66.1,Liquen plano pilaris;
L66.2,Foliculitis decalvante;
L66.3,Perifoliculitis capitis abscedens;
L66.4,Foliculitis uleritematosa reticulada;
L66.8,Otras alopecias cicatriciales;
"L66.9,""Alopecia cicatricial, no especificada""";
L67.0,Tricorrexis nudosa;
L67.1,Variación del color del pelo;
L67.8,Otras anormalidades del tallot y del color dell pelo;
L67.9,Anormalidad no especaificada del tallo y del color del pelo;
L68.0,Hirsu tismo;
L68.1,rHipertricosins lanuginosa aedquirida /;
L68.2,Hipertricosis loca lizada O;
L68.3,Politriquia;
L68.8,iOtras hiperhtricosis a;
L70.0,Acné vulgar;
L70.1,Acné conglobado;
L70.2,Acné varioliforme;
L70.3,Acné tropical;
L70.4,Acné infantil;
L70.5,Acné excoriado de la mujer joven;
L70.8,Otros acnés;
"L70.9,""Acné, no especificado""";
L71.0,) l;
L71.1,Rinofima c;
L71.8,Otras rosáceas o;
"L71.9,""Rosácea, no especificada i v""";
L72.0,Quiste epidérmico;
L72.1,QQuuiissttee: triceo dérmico i o S;
L72.2,Esateatocistoma múltiple O;
L72.8,riOtros quistens foliculares dee la piel y del /tejido subcutáneo;
L73.0,);
L73.2,Hidradenitis supurativa;
L73.8,Oetros trastornos foliculares especificados;
"L73.9,""Trastorno folicular, no especificado""";
L74.0,Miliaria rubra;
L74.1,Miliaria cristalina;
L74.2,Miliaria profunda;
"L74.3,""Miliaria, no especificada""";
L74.4,Anhidrosis;
L74.8,Otros trastornos sudoríparos ecrinos;
"L74.9,""Trastorno sudoríparo ecrino, no especificnado""";
L75.0,Bromhidrosis a d a;
L75.1,Cromhidrosis p;
L75.2,Miliaria apocrinaa e;
L75.8,Otros trasteo rnos sudorípiaros apocrinoso S;
"L75.9,""Trastorndo sudoríparo apocrino, no especificado M""";
L81.0,Heiperpigmentación postinflamatoria;
L81.1,Cloasma;
L81.2,Efélide;
L81.3,Manchas café con leche;
L81.4,Otros tipos de hiperpigmentación melanodérmica;
"L81.5,""Leucodermia, no clasificada en otra parte""";
L81.6,Otros trastornos de disminución de la formación de la;
L81.7,Dermatosis purpúrica pigmentada;
L81.8,O tros trastornos especificados de la pigmentación;
"L81.9,""Trastorno de la pigmentación, no especific.ado""";
L85.0,Icatiosis adquirida O;
L85.1,Queratosis [queratodermia] palmar y plantar adquirida;
L85.3,) t e e;
L85.8,iOtros engrhosamientos epaidérmicos especificados;
L85.9,) c;
L87.0,Queratosis folicular y parafolicular penetrante del cutis;
L87.1,Colagenosis perforante reactiva;
L87.2,Elastosis serpiginosa perforante;
L87.8,Otros trastornos de la eliminación transepidérmica;
"L87.9,""Trastorno de la eliminación transepidérmica, no""";
"L89.0,""Úlcera de decúbito y pofr área de presdión, etapa I""";
"L89.1,""Úlcera de decúbito, etapa II P""";
"L89.3,""Úlcera de decúbito, etapa IV""";
"L89.9,""Úlcera de decúbito y por área de presión, no especificada""";
L90.0,Liquen escleroso y atrófico;
L90.1,Anetodermia de Schweninger–Buzzi;
L90.2,Anetodermia de Jadassohn–Pellizzari o;
L90.3,Atrofoderma de Pasini y Pierini r;
L90.4,Acrodermatitis crónica atrófica c;
L90.5,Fibrosis y afecciones cicatriciales de la piel o;
L90.6,Estrías atreó ficas i o S;
L90.8,Otros tradstornos atróf icfos de la piel d M;
"L90.9,""Trast orno atrófico den la piel, no esapecificado""";
L91.0,) a;
L91.8,zOtros trastornoos hipertrófic os de la piel;
"L91.9,""Trastorno hipertrófico de la piel, no especificado""";
L92.0,);
"L92.1,""Necrobiosis lipídica, no clasificada en otra parte""";
L92.2,Granuloma facial [granuloma eosinófilo de la piel];
L92.3,Granuloma por cuerpo extraño en la piel y en el tejido;
L92.8,Otros trastornos granulomatosos de la piel y del tejido;
"L92.9,""Trastorno granulomatoso de la piel y del tejido subcutáneo,""";
L93.0,Lupus eritematoso discocide e;
L93.1,Lupus eritematoso cputáneo subagu do;
L93.2,Otros lupus eriteamatosos localeizados;
L94.0,rEsclerodermna localizado [meorfea] /;
L94.2,zCalcinosis deo la piel;
L94.3,iEsclerodachtilia a;
L94.5,);
L94.6,Aeinhum;
L94.8,Otros trastornos localizados especificados del tejido;
"L94.9,""Trastorno localizado del tejido conjuntivo, no especificado""";
L95.0,Vasculitis livedoiade e;
L95.1,Eritema eleev atum diutinuim o S;
L95.8,Otras vadsculitis limita das a la piel M;
"L95.9,""Vasc ulitis limitada a la piel, sin otra especificación""";
L98.0,);
L98.1,) persona que se finge enferma (con motivación obvia);
L98.2,) linfangitis (crónica) (subaguda) (dI89.1) a;
L98.3,);
"L98.4,""Úlcera crónica de la piel, no clasificada en otra parte""";
L98.5,Mucinosis de la piel c e;
L98.6,Otros trasteo rnos infiltratiivos de la piel yo del tejido S;
L98.7,P iael y tejido subscutáneo excesivo y redundanOte;
"L98.9,""Trastorno de la piel y del tejido subcutáneo, no especificado""";
L99.0,* Amiloidosis de la piel (E85.–†);
L99.8,*) r  P;
M00.0,Artritis y poliartritis estafilocócica;
M00.1,Artritis y poliartritis neumocócica;
M00.2,Otras artritis y poliartritis estreptocócicas;
M00.8,Artritis y poliartritis debidas a otros agentes bacterianos;
"M00.9,""Artritis piógena, no especificada""";
M01.0,*)  o;
M01.1,*) d;
M01.2,* Artritis en la enfermedad de Lyme (A69.2†) o;
M01.3,*) e ;
M01.4,* Artritis en rubéola (B06f.8†) d;
M01.5,*) e P;
M01.8,* Artrcitis en otras enfermedades infecciosas y parasitarias;
M02.0,DArtropatía consecutiva a derivación intestinal;
M02.1,Artropatía postdisentérica;
M02.2,Artropatía postinmunización;
M02.3,);
M02.8,Otras artropatías reactivas;
"M02.9,""Artropatía reactiva, no especificada""";
M03.0,*) n;
M03.1,*);
M03.2,* Otras artropatías postinfecciosas en enfermedades;
M03.6,* Artropatía reacctiva en otras ennfermedadess c lasificadas en;
M05.0,Síndrome de Felty;
M05.1,†) f;
M05.2,) f;
M05.3,†) c;
M05.8,Otras artritis reumatoideas seropositivas;
"M05.9,""Artritis reumatoidea seropositiva, sin otra especificación""";
M06.0,Artritis reumatoide seronegativa;
M06.1,Enfermedad de Still de comienzo en el adulto o;
M06.2,Bursitis reumatoide c;
M06.3,Nódulo reumatoide;
M06.4,Poliartropatía inflamatoriai v;
M06.8,Otras artritis reumatoides especificadas f;
"M06.9,""Artritis reumatoide, no especificasda a""";
"M07.0,""*–M07.3*, M09.0*)""";
M07.1,* iArtritis mutila nte (L40.5†) r;
M07.2,* rEspondilitisn psoriásica (L4e0.5†) /;
"M07.3,""*, M09.0*)""";
M07.4,* Artrcopatía en la enfermedad de Crohn [enteritis regional];
M07.5,* zArtropatía en ola colitis ulce rativa (K51.–†);
M07.6,*i Otras artrohpatías enteropáaticas;
M08.0,Artritis reumatoide juvenil;
M08.1,Espondilitis anquilosante juvenil;
M08.2,) r;
M08.3,Poliartritis juvenil (seronegativa);
M08.4,Artritis juvenil pauciarticular;
M08.8,Otras artritis juveniles n;
"M08.9,""Artritis juvenil, no especificada ó""";
M09.0,*) t e e;
M09.1,* Artritis juvenil ena la enfermedaed de Crohn [enteritis;
M09.2,* Artritis juvee nil en la colitiis ulcerativa (K5o1.–†) S;
M09.8,* Artritis jduvenil en otra s enfermedades clasificadas Men otra;
M10.0,†) I44 Bloqueo auriculoventricular y de rama izquierda;
M10.1,iGota saturnhina a;
M10.3,DGota debida a alteración de la función renal;
M10.4,Otras gotas secundarias;
"M10.9,""Gota, no especificada""";
M11.0,Enfermedad por depósito de hidroxiapatita;
M11.1,–M11.2);
M11.2,);
"M11.8,""Otras artropatías por cristales, especificadas o""";
"M11.9,""Artropatía por cristales, no especificada r""";
M12.0,Artropatía posctreumática crónnica [de Jaccosud];
M12.1,Enfermedaed de Kaschin-Bieck o S;
M12.2,Sinovitisd vellonodular (pigmentada) M;
M12.3,Reum atismo palindrómico;
M12.4,Hiadrartrosis intesrmitente O;
M12.5,iArtropatía tra umática;
"M13.0,""Poliartritis, no especificada""";
"M13.1,""Monoartritis, no clasificada en otra parte""";
M13.8,Otras artritis especificadas;
M13.9,) f;
M14.0,* Artropatía gotosa debida a defectos enzimáticosc y a otros;
M14.1,* Artropatía por cristales en otros trastornos metabfólicos;
M14.2,*);
M14.3,* Dermatodartritis lipoide (E78.8†) M;
M14.4,* Artro patía en la amiloidosis (E85.–†);
M14.5,*) iSobreproduchción de hormonaa del crecimiento;
M14.6,*) n;
M14.8,*) Fiebre uveoparotídea [Heerfordt];
M15.0,(Osteo)artrosis primaria generalizada;
M15.1,Nódulos de Heberden (con artropsatía);
M15.2,Nódulos de Bouchard (con artropatía);
M15.3,APorltiraorstrioss isse epc ousntrdauamriaá tmicaúfltiiple do S;
M15.4,(Osteo)artrosis erosniva a;
M15.8,Otrals poliartrosisi v;
"M15.9,""iPoliartrosis, n o especificadar""";
"M16.0,""Caoxartrosis primsaria, bilateral""";
M16.1,zOtras coxartroosis primarias;
"M16.2,""Coxartrosis a consecuencia de displasia, bilateral""";
M16.3,DOtras coxartrosis displásicas;
"M16.4,""Coxartrosis postraumática, bilateral""";
M16.5,) c;
"M16.6,""Otra coxartrosis secundaria, bilateral""";
M16.7,Otras coxartrosis secundarias;
"M16.9,""Coxartrosis, no especificada""";
"M17.0,""Gonartrosis primaria, bilateral c""";
M17.1,Otras gonartrosis primarias;
M17.2,–Ma17.3);
M17.3,Otras gonartrosisa postraumáticeas;
"M17.4,""Otras gonartrosis sencundarias, bilaaterales""";
M17.5,Otrals gonartrosisi secundarias v;
"M17.9,""Gonartrosis, no especificada P""";
M18.1,Otras artrosis primarias de la primera articulación;
M18.2,Artrosis postraumática de la primera articulación;
M18.3,);
M18.4,Otras artrosis secundarias de la primera articulación;
M18.5,Otras artrosis secundarias de la primera articulación;
"M18.9,""Artrosis de la primera articulación carpomnetacarpiana, .sin""";
M19.0,Artrosis primaria dep otras articulasc iones;
M19.1,)e P;
M19.2,Otras ardtrosis secund arias M;
M19.8,Otaras artrosis especificadas O;
"M19.9,""riArtrosis, non e specificada e /""";
M20.0,Deformidad de dedo(s) de la mano;
M20.1,Hallux valgus (adquirido);
M20.2,Hallux rigidus;
M20.3,Otras deformidades del hallux (adquiridas);
M20.4,Otro(s) dedo(s) del pie en martillo (adquirid.os);
M20.5,Otras deformidades (adquiridas) del (de los) dedo(s) del pie;
"M20.6,""Deformidades adquiridas de los dedos del pie, no r""";
"M21.0,""Defor midad en valgo, no clasificada en otra parte""";
"M21.1,""Deformidad en varo, no clasificada en otra parte""";
M21.2,Deformidad en fle xión O;
M21.3,zMuñeca o pieo en péndulo (a dquirido);
M21.4,iPie plano [hpes planus] (adaquirido);
M21.6,Otras deformidades adquiridas del tobillo y del pie;
M21.7,Longitud desigual de los miembros (adquirida);
"M21.8,""Otras deformidades adquiridas de los miembros,""";
"M21.9,""Deformidad adquirida del miembro, no especificada""";
M22.0,Luxación recidivante de la rótula;
M22.1,Subluxación recidivante de la rótula;
M22.2,Trastornos rotulofemorales;
M22.3,Otros desarreglos de la rótula n;
M22.4,Condromalacia de la rótula ó;
M22.8,Otros trastornos de la rótula i;
"M22.9,""Trastorno de la rótula, no especaificado u r""";
M23.0,Menisco quístico;
M23.1,Menisco discoide (congénito);
M23.2,Trastorno de menisco debido a desgarro o lesión antigua;
M23.3,Otros trastornos de los meniscos;
M23.4,Cuerpo flotante en la rodilla;
M23.5,Inestabilidad crónica de la rodilla n;
M23.6,Otra ruptura espontánea del (de los) liógamento(s) de la;
M23.8,Otros trastornos internos de la rocdilla;
"M23.9,""Trastorno interno de la rocdilla, no especeificado""";
M24.0,iCuerpo flotan te articular r;
M24.1,Otros traóstornos del cartílago articular;
M24.2,Trastorno del ligamento;
"M24.3,""Luxación y subluxación patológica de la articulación, no""";
M24.4,) D;
M24.5,Contractura articular;
M24.6,Anquilosis articular r;
M24.7,Protrusión de acetábulo t l o;
"M24.8,""Otras lesiones articularesc específicas, neo clasificadas en""";
"M24.9,""Desarreglo articular, no especificado""";
M25.1,Feístula articular;
M25.2,Articulación inestable;
M25.3,Otras inestabilidades articulares;
M25.4,Derrame articular;
M25.5,Dolor en articulación;
M25.6,) u r;
M25.7,Osteofito;
M25.8,Otros trastornos articulares especificados;
"M25.9,""Trastorno articular, no especificado""";
M30.0,†) ó;
M30.1,iPoliarteritis c on compromiso pulmonar [Churg-Strauss];
M30.3,Síndcrome mucocutáneo linfonodular [Kawasaki];
M30.8,Otras afecciones relacionadas con la poliarteritis nudosa;
M31.0,) z enfermoedades del co lágeno (vascular ) (M30–M36);
M31.1,);
M31.2,Granuloma letal de la línea media;
M31.3,†) M;
M31.4,Síndrome del cayado de la aorta [Takayasu];
M31.5,Arteritis de células gigantes con polimialgia reumática;
M31.6,)l i v;
M31.7,Poliangiítis microscópica;
M31.8,Otras vasculopatías necrotizantes especificadas;
"M31.9,""Vasculopatía necrotizante, no especificada o""";
"M32.0,""Lupus eritematoso sistémico, inducido por drogas""";
M32.1,†) G06 Absceso y granuloma intracraneal e intrarraquídeo;
M32.8,Otaras formas de lupus eritematoso sistémicoO;
"M32.9,""iLupus eritem atoso sistémico, sin otra especificación""";
M33.0,–Mi33.1†) o S;
M33.1,Otras dermatomiositis;
M33.2,) 394;
M34.0,Esclerosis sistémica progresiva;
M34.1,Síndrome CR(E)ST;
M34.2,Esclerosis sistémica inducida por drogas o productos;
M34.8,†);
"M34.9,""c Esclerosis sistémica, no especificcada""";
M35.0,†);
M35.1,Otros síndromes supnerpuestos a;
M35.2,) e fiebre reumática (I00);
M35.4,Fasccitis difusa (eosinofílica);
M35.5,Fibrosclerosis multifocal;
M35.6,) quaeillitis (debida a):i v O;
M35.7,) D;
M35.8,Otras enfermedades especificadas con compromiso;
M35.9,) O;
M35.O,)ó r;
M36.0,* Dermato(poli)miositis en enfermedad neoplásica;
M36.1,*);
M36.2,–M36.3*);
M36.3,*);
M36.4,*);
M36.8,* Trastornose sistémicos deil tejido conjuntoivo en otras S;
M40.0,Cifosis posturcal n s;
"M40.1,"", M41.5) si desea identificar la""";
M40.2,Otras cifosis y las non especificadaas;
M40.3,Síandlrome de espialda plana v O;
M40.4,iOtras lordosi s;
"M40.5,""Lordosis, no espe cificada O""";
M41.0,Escoliosis idiopática infantil;
M41.1,Escoliosis idiopática juvenil;
M41.2,Otras escoliosis idiopáticas;
M41.3,Escoliosis toracogénica;
M41.4,Escoliosis neuromuscular;
M41.5,) si desea identificar la;
M41.8,Otras formas de escoliosis;
"M41.9,""Escoliosis, no especificada""";
M42.0,Osteocondrosis juvenil de la columna vertebral;
M42.1,Osteocondrosis de pla columna ver tebral del adu lto;
"M42.9,""Osteocondrosis vaertebral, no eespecificada""";
M43.0,) l;
M43.2,) c;
M43.3,–M43.5);
M43.4,Otras subluxaciones atlanto–axoideas recurrentes;
M43.5,);
M43.6,);
M43.8,Otras dorsopatías deformantes de la cóolumna vertebral;
"M43.9,""Dorsopatía deformante, noi especificada v""";
M46.0,iEntesopatíha vertebral a;
"M46.1,""Sacroiliítis, no clasificada en otra parte""";
M46.2,DOsteomielitis de vértebra;
M46.3,Infección de disco intervertebral (piógena);
"M46.4,""Discitis, no especificada""";
M46.5,Otras espondilopatías infecciosas;
M46.8,Otras espondilopatías inflamatorias especificadas;
"M46.9,""Espondilopatía inflamatoria, no especificada""";
M47.0,†);
M47.1,Otras espondilosis con mielopatía n;
M47.2,Otras espondilosis con radiculoapactía u r;
M47.8,Otras espondilosis t l o;
"M47.9,""Espondilosis, noa especificadae""";
M48.0,Estelnosis espinail v;
M48.1,riHiperostosins anquilosantee [Forestier] /;
M48.3,Espcondilopatía tr aumática O;
M48.4,Fractura de vértebra por fatiga;
M48.8,Otras espondilopatías especificadas;
"M48.9,""Espondilopatía, no especificada""";
M49.0,*);
M49.1,* Espondilitis por brucelosis (A23.–†) n;
M49.2,* Espondilitis por enterobacterias;
M49.3,* Espondilopatía en otras enfermedcades infecciosacs y;
M49.4,*) o;
M49.5,* Vértebra colapsada en enfermedades clasifi cadas en otra;
M49.8,* Espondidlopatía en otra s enfermedades clasificadasM en otra;
"M50.0,""†, M51.0†)""";
M50.1,Trastorno de disco cervical con radiculopatía;
M50.2,Otros desplazamientos de disco cervical;
M50.3,Otras degeneraciones de disco cervical;
M50.8,Otros trastornos de disco cervical;
"M50.9,""Trastorno de disco cervical, no especificado""";
M51.0,†) Síndrome de compresión de la arteria vertebral y espinal anterior;
M51.1,) i;
M51.2,Otros desplazamientos especificadios de disco;
M51.3,Otras degeneraciones espeicificadas de d isco intervertevbral;
M51.4,Nódulos de Schmorl d a;
M51.8,Otros trastornos esppecificados de los discos f;
"M51.9,""Trastorno de los discos intervertebrales, no especificado""";
M53.0,Síandlrome cervicoicraneal v O;
M53.1,rSíndrome cnervicobraquiale /;
M53.2,Inestabilidad de l a columna vertOebral;
"M53.3,""Trastornos sacrococcígeos, no clasificados en otra parte""";
M54.0,)f d;
M54.1,) c c;
M54.2,Cervicalgia;
M54.3,) ó;
M54.4,) s;
M54.5,Lumbago no especifnicado a;
M54.6,Dolor en la columna dorsal;
M54.9,) o;
M60.0,Miosi tis infecciosa n a;
M60.2,);
M60.8,Otras miositis;
M61.0,Miositis osificante traumática;
M61.1,Miositis osificante progresiva;
M61.2,Calcificación y osificación paralítica del músculo;
M61.3,Calcificación y osificación de los músculos asociadas con;
M61.4,Otras calcificaciones del músculo;
M61.5,Otras osificaciones del músculo n;
"M61.9,""Calcificación y osificación del músculóo, no especificada""";
M62.0,Diástasis dee l músculo i o S;
M62.1,Otros dedsgarros (no tr aumáticos) del músculo M;
M62.2,) miositis (M60.–);
M62.3,Saíndrome de inmsovilidad (parapléjico);
M62.4,zContractura mouscular;
M62.6,Deistensión muscular;
M62.8,Otros trastornos especificados de los músculos;
"M62.9,""Trastorno muscular, no especificado""";
M63.0,*) ;
M63.1,*) ;
M63.2,* Miositis en otrcas enfermedadnes infecciosass clasificadas en;
M63.3,*) n;
M63.8,* Otarols trastornos ide los músculovs en enfermeOdades;
M65.0,Absceso de vaina tendinosa;
M65.1,Otras (teno)sinovitis infecciosas;
M65.2,) O;
M65.3,);
M65.4,Tenosinovitis de estiloides radial [de Querva in];
M65.8,Otras sinovitis y tenosinovitis n;
"M65.9,""Sinovitis y tenosinovitis, no especifiicada""";
M66.0,Ruptu ra de quiste sinnovial poplíteoa;
M66.1,Ruapltura de la siniovia v O;
M66.2,Rupturaó espontánea de tendones extensores;
M66.4,Rauptura espontásnea de otros tendones;
M66.5,zRuptura espoontánea de ten dón no especificado;
M67.0,Acortamiento del tendón de Aquiles (adquirido);
M67.1,) deformidades adquiridas de los miemnbros (M20–M2.1);
"M67.2,""Hipertrofia sinovial, no clasificada en otra parte""";
M67.3,Sinovitis transitoria;
M67.4,) roed illa crepitante (iM23.8) o S;
M67.8,Otros trastornos especificados de la sinovia y decl tendón;
"M67.9,""Trastorno sinovial y tendinoso,a no especificaduo r""";
M68.0,*) ;
M68.8,* Otrols trastornos isinoviales y tenvdinosos en enfermedades;
M70.0,Sinovitis crepitante crónica de la mano y de la muñeca;
M70.1,Bursitis de la mano;
M70.2,Bursitis del olécranon;
